site_code,assetid,site_name,neighbourhood,ward_name,service,bin_count,bin_size,route1,route2,route3,easting,northing,classification
7905338,30001,Castleview Grove,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,0,0,Public Carriageway
7905330,30006,Sandport Way,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326965,676487,In Development
7905330,30005,Sandport Way,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326952,676482,In Development
7905330,30004,Sandport Way,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326939,676477,In Development
7905330,30003,Sandport Way,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326937,676487,In Development
7905330,30002,Sandport Way,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326928,676499,In Development
7905330,30001,Sandport Way,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326917,676509,In Development
7902276,30003,West Newington Place,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326395,672285,Public Footway
7902276,30002,West Newington Place,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326394,672285,Public Footway
7902276,30001,West Newington Place,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326365,672270,Public Carriageway
7902259,30001,Watertoun Road,South East Locality,15-Southside/Newington,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,326226,671007,Public Carriageway
7902256,30001,Warden's Close,South East Locality,11-City Centre,WS: Communal Bin,1,None Applied,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,0,0,Public Carriageway
7902255,30001,Walter Scott Avenue,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,3,1280 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,327972,670458,Public Footway
7902218,30001,Stevenlaw's Close,South East Locality,11-City Centre,WS: Communal Bin,2,1280 Litres,Route 25 Week All - Sunday,No Route Allocated,No Route Allocated,325881,673603,In Development
7902211,30009,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326456,672803,In Development
7902211,30008,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326408,672940,In Development
7902211,30007,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,660 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326334,672940,In Development
7905330,30007,Sandport Way,North East Locality,13-Leith,WS: Communal Bin,12,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326944,676489,In Development
7905327,30012,Powderhall Rigg,North East Locality,12-Leith Walk,WS: Communal Bin,6,940 Litres,Route 29 Week All - Wednesday,No Route Allocated,No Route Allocated,325649,675562,In Development
7902280,30002,West Preston Street,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326308,672399,Public Carriageway
7902280,30001,West Preston Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326364,672404,Public Carriageway
7902279,30001,West Powburn,South East Locality,15-Southside/Newington,WS: Communal Bin,7,1100 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,326405,671340,In Development
7902278,30005,West Port,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 105 Week All - Wednesday,No Route Allocated,No Route Allocated,325248,673253,None Applied
7902278,30004,West Port,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 105 Week All - Wednesday,No Route Allocated,No Route Allocated,325249,673253,None Applied
7902277,30005,West Nicolson Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326039,673011,Public Carriageway
7902277,30004,West Nicolson Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326062,673031,Public Carriageway
7902277,30003,West Nicolson Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326059,673029,Public Carriageway
7902277,30002,West Nicolson Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326094,673059,Public Carriageway
7902277,30001,West Nicolson Street,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326111,673073,Public Carriageway
7902275,30003,West Montgomery Place,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,No Route Allocated,No Route Allocated,326510,674684,Public Footway
7902275,30002,West Montgomery Place,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,No Route Allocated,No Route Allocated,326518,674694,Public Carriageway
7902275,30001,West Montgomery Place,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,No Route Allocated,No Route Allocated,326523,674757,Public Footway
7902273,30001,West Grange Gardens,South East Locality,15-Southside/Newington,WS: Communal Bin,3,1280 Litres,Route 92 Week All - Friday,No Route Allocated,No Route Allocated,325881,671505,In Development
7902272,30006,West Crosscauseway,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326141,672957,Public Carriageway
7902272,30005,West Crosscauseway,South East Locality,15-Southside/Newington,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326095,672929,Public Footway
7902272,30004,West Crosscauseway,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326112,672950,Public Carriageway
7902272,30003,West Crosscauseway,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326139,672946,Public Footway
7902272,30002,West Crosscauseway,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326151,672947,Public Carriageway
7902272,30001,West Crosscauseway,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,326162,672940,Public Carriageway
7902269,30003,West Adam Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326220,673293,Public Footway
7902268,30005,Wellington Street,North East Locality,12-Leith Walk,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326671,674638,Public Footway
7902268,30004,Wellington Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326666,674579,Public Footway
7902268,30003,Wellington Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326642,674536,Public Footway
7902268,30002,Wellington Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326652,674630,Public Footway
7902268,30001,Wellington Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326657,674583,Public Footway
7902267,30001,Waverley Park Terrace,South East Locality,11-City Centre,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327241,674105,Public Carriageway
7902266,30009,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327155,674039,Public Footway
7902266,30008,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327155,674039,Public Footway
7902266,30007,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327155,674039,Public Carriageway
7902266,30006,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327173,674068,Public Carriageway
7902266,30005,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327182,674065,Public Carriageway
7902266,30004,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327206,674088,Public Carriageway
7902266,30003,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327212,674113,Public Carriageway
7902266,30002,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327221,674132,Public Carriageway
7902266,30001,Waverley Park,South East Locality,11-City Centre,WS: Communal Bin,3,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327241,674171,Public Carriageway
7902264,30001,Wauchope Terrace,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,329523,671869,In Development
7902257,30001,Warrender Park Terrace,South East Locality,10-Meadows/Morningside,WS: Communal Bin,10,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,325416,672469,Public Footway
7902247,30002,Upper Gray Street,South East Locality,15-Southside/Newington,WS: Communal Bin,4,660 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326448,672045,In Development
7902247,30001,Upper Gray Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1100 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326446,672071,In Development
7902228,30001,Sylvan Place,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Friday,No Route Allocated,No Route Allocated,325754,672362,Public Carriageway
7902225,30001,Summertrees Court,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,2,660 Litres,Route 25 Week All - Tuesday,No Route Allocated,No Route Allocated,327660,670296,In Development
7902224,30002,Summerhall Square,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326298,672464,Public Carriageway
7902224,30001,Summerhall Square,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326265,672451,Public Carriageway
7902214,30005,St Patrick Square,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326181,672836,Public Carriageway
7902214,30004,St Patrick Square,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326181,672821,Public Footway
7902214,30003,St Patrick Square,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326153,672893,Public Footway
7902214,30002,St Patrick Square,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326150,672899,Public Footway
7902211,30006,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326527,672653,Public Footway
7902211,30005,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326434,672894,In Development
7902211,30003,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326417,672924,In Development
7902211,30002,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,660 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326361,672914,In Development
7902211,30001,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,660 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326357,672924,In Development
7902211,30004,St Leonard's Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326425,672909,In Development
7902210,30009,St Leonard's Lane,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326468,672810,In Development
7902210,30008,St Leonard's Lane,South East Locality,15-Southside/Newington,WS: Communal Bin,1,660 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326481,672830,In Development
7902210,30007,St Leonard's Lane,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326463,672821,In Development
7902210,30006,St Leonard's Lane,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326537,672878,Public Footway
